client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_35193026.mp3	Ellen Dunne was well-read, and created a bookish environment for her children.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
e7799090a60a707984725fb34b2b4ed1eee202888b6c66b94001984f888df16b77c8d73e8194a983b11c34bd663d2b4544bdc8e911447b3e0ad4cafe44af5aaa	common_voice_en_387.mp3	Ellie won first prize in the spelling competition.	8	0	thirties	male	England English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531985.mp3	Elytra covered with coarse punctures.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
125a681f7f7da191438ee50c0ce46046faaa4f8257cc44ca0a5ef552b42d9f8aabad4533bc0095c21fa0e6f39bd56e4e04201a52d46c3c4f4a1ead2321b8a74f	common_voice_en_35319985.mp3	Emma was born in Stockholm, Sweden.	8	0	thirties	other	United States English,England English,Transatlantic English		en	
1c364c1cff2207a00b41f0f70c6d871e1adf907815a839fb3eb286f956a8bb21f41154728f6dce6ac6c83bc3fd51f82f4cd3c2b04360ef5cc0a561ff1ba45d94	common_voice_en_31067011.mp3	Enhancing the relationship bond among the community in the village.	15	0	twenties	male	European,German,Foreign,Non-native		en	
259d590fc48caf914776bf1965cb40b687565bdcd02be3e5320d87bbc8f6283cf7fc5ac4011fd91138af03f944f823c55f7f9be1486d17f6a0c0e34487c2f4fd	common_voice_en_2824.mp3	Enough, said the boy.	17	1					en	
125a681f7f7da191438ee50c0ce46046faaa4f8257cc44ca0a5ef552b42d9f8aabad4533bc0095c21fa0e6f39bd56e4e04201a52d46c3c4f4a1ead2321b8a74f	common_voice_en_35319974.mp3	Entertainment and in Europe in September through Germany's Armageddon Music.	16	0	thirties	other	United States English,England English,Transatlantic English		en	
23155b3c9b54685ab85e13f624e6e07bd88f4280ce08d3e2cac43dc044c9aa8ca68d9cf70689d485319e8d91a60b6d25089f57ffb8156d07bff67d67f1a0a8e9	common_voice_en_32248737.mp3	Environmental impact assessment of these works was not carried out.	8	0	twenties	female	United States English,southern United States,New Orleans dialect		en	
8308864c88b6df6ff45d803952f36b1c39b6835d7a71334405f1b340d2db9257edf52bd405807278f6dca161e01c79027982efeb44e62533a551c1b6f3ac8b25	common_voice_en_31966087.mp3	"Enwonwu created seven sculptures in the ""Daily Mirror"" series."	8	0	twenties	male	Mid-atlantic,England English,United States English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30536444.mp3	Equipment can be taken from already injured players.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32826834.mp3	Erickson was then subdued and disarmed by two other students.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
8308864c88b6df6ff45d803952f36b1c39b6835d7a71334405f1b340d2db9257edf52bd405807278f6dca161e01c79027982efeb44e62533a551c1b6f3ac8b25	common_voice_en_31966026.mp3	Ernest Neill was the team captain.	8	0	twenties	male	Mid-atlantic,England English,United States English		en	
4ed11ce61ae4fd3f3280a5846de6d0f75c34350b90f15510e28d7bf27a39c15b3a901c498b886cd8744ad89e27e6b86153464b083608681a91cd8542f688d508	common_voice_en_12999.mp3	Even from a distance, their eyes conveyed the strength of their souls.	9	0	fourties	male	England English		en	
373f531aa159f0f5d79b02b83312f34d080acf8442e47d355880de320811195383799d0ca4af450cdb8627d3944f4d7634826b32677fef653cfd48bea0b6645f	common_voice_en_12421.mp3	Even if you cleaned my crystal for an entire year...	9	0					en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544046.mp3	Even in our popular culture we joke about this.	14	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
3732d6d58d2f6479b7e2be147a96b55fc3811f3bfa735cf0c8179f3d9bdc785a02f264ff93ed5dd5d5aded673817ce6ab1e16346e9281167b2d51a1e02202c1a	common_voice_en_24405.mp3	Even me — I haven't thought of other women since I met the merchant's daughter.	12	0		male	United States English		en	
c1e93478f1891e77b258af74b23209900a698823e180e409d9357f56bb404869e45b67bd381505811e518dc2086970229566d6b5afe339ccdf188bbd193af7fe	common_voice_en_33984.mp3	Even the guides spoke very little to one another.	8	0					en	
f576c6c8e412d8651fed29144f4b3b2cc845ff816e4196644becd9585ec1246e9191533fe7fba2a86075e877d8d82dfe1e93626a85fcfa05259cc708398bea3b	common_voice_en_3546.mp3	Even then he hardly understood what this meant.	31	0	thirties	male	England English		en	
cc195142f0ed89a06189297cb3898692ec54ae585d80f064570e2c87064abe803066ed7fd7867d202cb52e8f616d236a5338b290f1c4d7c029530e7b4113a79f	common_voice_en_3504.mp3	Even when all you want to do is travel?	14	0	sixties	male	United States English		en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32836895.mp3	Eventually she achieved the rank of Airman Second Class.	10	0	fifties	female	Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
e1f67749fe7afafdfabbc525eee9dce5fa427c8bd80abd212296632d6c8f1444b82a04b7183f986d9434c0664c1fa0387ff83e962b6fcf39bdcbc483350535c4	common_voice_en_20282019.mp3	Eventually, during an argument with Whenua, Onewa discovers his mask power, mind-control.	7	0					en	
125a681f7f7da191438ee50c0ce46046faaa4f8257cc44ca0a5ef552b42d9f8aabad4533bc0095c21fa0e6f39bd56e4e04201a52d46c3c4f4a1ead2321b8a74f	common_voice_en_35319987.mp3	Eventually, he and his wife returned to London.	8	0	thirties	other	United States English,England English,Transatlantic English		en	
0f181b6e11f2bffbc3da90017030d9058846d743a9d2a174577bb2c36f7306cd32bd305f1791573aeca91a55b2e4b25f39ca1cae8f254f7422f1f0d3c34884db	common_voice_en_17198.mp3	Eventually, the merchant had to hire two more employees.	10	0	fifties	male	United States English		en	
f48ea3cf39b6927c87ac82a0a7d2abb05e57d1799804e5bd7c4b94e0834d2c3d805322e852626531d037bd1ced78aa3ea9fdb957c93632a37efbea9a65ef75cd	common_voice_en_10279.mp3	Every day was there to be lived or to mark one's departure from this world.	10	1					en	
d7b75f983a1c84d8a61887c59498ef8512ea6eec3173a0c4969d3e6ad14f3e7398de86c13ea2c8aaacd092fd60dd4c3db06832069c829e231cbc6d1e83c7c058	common_voice_en_622.mp3	Every search begins with beginner's luck.	59	2	teens	male	United States English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32359836.mp3	Every students possess the right to vote and stand for election.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
a7b40d12a2d8f1b9fb8f9e67976348930a6fb0b96872c365364866590e6fda08eef130d395d1ee5f5dd847c23e8de19c8f2ec6737c25c3f3d775fef92650b236	common_voice_en_3618.mp3	Everyone on earth has a treasure that awaits him, his heart said.	19	1					en	
c561f370b1dd674b17a2665ed6b9bf1150b768f80e1d46f4174184448fb519b946ce2999a6449b6a1f6c5d7574ef13da6119ef20f027185f6b280f952e61754a	common_voice_en_1470.mp3	Everyone seemed very excited.	281	26	twenties	male	Malaysian English		en	
15582578dcdaa8babed266fd5bd0ea999a1d41e90bf8e58353fd8848eecf7d916c0550747df1db483ba9833930b56899199958e01d17c4f75c3192af740cc1ab	common_voice_en_18529.mp3	Everyone, when they are young, knows what their destiny is.	8	0					en	
b06ec2cd8db974047f3129095183ddf42506a20d4024bb6f8f07bba6cab66365cdf8a6607f05ec4aedb7d99c312f6c9633f43677b94a5f1175555b63b2bf71b1	common_voice_en_29.mp3	Everything in life is an omen, said the Englishman, now closing the journal he was reading.	308	11					en	
259d590fc48caf914776bf1965cb40b687565bdcd02be3e5320d87bbc8f6283cf7fc5ac4011fd91138af03f944f823c55f7f9be1486d17f6a0c0e34487c2f4fd	common_voice_en_2831.mp3	Everything in the universe evolved, he said.	22	0					en	
d105592fa7f9dd6b6fdcd9e5e1bbd20413680f7c98dec8ecbbc7e484778f2fbfbc1bfd13444c28d9e6adcc456dd94337ef893c6a7aa3f426787eee6b4a0e66d4	common_voice_en_524.mp3	Everywhere there were stalls with items for sale.	62	1					en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32825916.mp3	Evidence of palisades are seen in the ruins of the site.	10	0			Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
227b767e3ebe90d5502749b00187b14614d0be52d3250280713afd1af250004bfdc4a33b432d171d88865e191366bb33159f28643ed8a4014f2a0523603d8cd0	common_voice_en_39718.mp3	Exactly, answered the alchemist.	8	0					en	
2a95880ac5760a82de38ee7076d87a0fd4368ab807c1ff724f86c2d7506cbb7ce2261c2574a32c8105a0e95e64b15510d801513c73009fa434b35a206da9b502	common_voice_en_20285172.mp3	Excavation and replacement of the anodes is required as they corrode.	9	0	twenties	female			en	
a05406a5eba158bcb40734bd3ad652d38bdd7e8514c35a5e2111831e56084fb06df244b9dadd705142185c2fb74a0aa1e3429632930935e7809639f677105f61	common_voice_en_32374679.mp3	Excited for this song to exist in the world.	18	0	twenties	female	United States English		en	
fa552041006acdb1700d1a4faca1565aa4190cc21242eb67cf459af1a7dc235ff7b65c6fd024e21419e84b3fc9246005b9614c0d41ff2745e6c05d4d79b53066	common_voice_en_20755920.mp3	Executables can be obtained from the system website.	9	0	fourties	male	Liverpool English,Lancashire English,England English		en	
17f32f9f15bab6cf57af6fb7a5daf0747f6b79c0361fdcf880635e204dbccd77f2dbf651b3bbf5f75010c857a307bc6046fcc6f8db9ad449a91f5e2293d88aa5	common_voice_en_32756766.mp3	Exhibitions are sometimes held within the building.	8	0	twenties	male	Slavic,East European,polish		en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544403.mp3	Extant dynasties are rendered in bold and highlighted.	14	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
4f79f629a3ad06d93b412528ab77ece5d7c73ac3b0d26af9d4032d7ccfa3037fd32bf1eaada5d6c874081f003552cad384bb026d48e75e2ed0603009d9e5e18f	common_voice_en_35745260.mp3	Facing five Union divisions, Bragg withdrew.	8	0	teens	male	New Zealand English,Australian English,England English		en	
74fe13a88d895e72141108f1d45969d797084fcaef90a4c367bb36c807e10abcdf6ba6d85fbb22c9610b1d6295af6d6b29f0fda98f7167cfc49080dd12921337	common_voice_en_30232725.mp3	Failure would mean automatic eviction.	9	0	thirties	male	England English,United States English		en	
f933a62114e4da82128c41922ca8a1d6198c4cd1ff391d382d8002da33a65fcca653b55e8cb207b4682e8a3a3525ca239af9b769d54e2f31996ee9f5066b4079	common_voice_en_35149955.mp3	Falk, playing Pino, has never been better in a movie.	10	0	twenties	male	England English,United States English,English with Polish accent,Slavic English		en	
23155b3c9b54685ab85e13f624e6e07bd88f4280ce08d3e2cac43dc044c9aa8ca68d9cf70689d485319e8d91a60b6d25089f57ffb8156d07bff67d67f1a0a8e9	common_voice_en_32248893.mp3	Fans often request that Swallow write the catchphrase when she signs autographs.	8	0	twenties	female	United States English,southern United States,New Orleans dialect		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_33732691.mp3	Fate of the other inhabitants of the village is unknown.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
5acd009877e9d7322c7ba12d4ca2fb839e8cd812f66e68ac419d84674b93a0a41044c1e704bdbed23a8a5c8ab7187fc024fd6e2ccd3e16f947314cc3a9ba6b26	common_voice_en_10455.mp3	Fatima appeared at the entrance to the tent.	11	1					en	
4beef49f65402115a93167c24d525095cdb23e2fce633df72592acdaaa50eeaeac61205870358fc9496b2ccbf8a8378601b0e0badf1eb666724da1e864f6a8cd	common_voice_en_2908.mp3	Fatima is a woman of the desert, said the alchemist.	10	0					en	
17b1d15b303766366d8add641c602b4d1f56614335e6d2e4d254fa6d94f6caa9e383d2fcdc76184db79420f0f81134d9fea98a9ff80f3be44f58b1d4797a787a	common_voice_en_18512.mp3	Fatima was more important than his treasure.	11	0					en	
0f181b6e11f2bffbc3da90017030d9058846d743a9d2a174577bb2c36f7306cd32bd305f1791573aeca91a55b2e4b25f39ca1cae8f254f7422f1f0d3c34884db	common_voice_en_17223.mp3	Fatima, the girl said, averting her eyes.	10	0	fifties	male	United States English		en	
f933a62114e4da82128c41922ca8a1d6198c4cd1ff391d382d8002da33a65fcca653b55e8cb207b4682e8a3a3525ca239af9b769d54e2f31996ee9f5066b4079	common_voice_en_35130809.mp3	Fecundation is another term for fertilization.	10	0	twenties	male	England English,United States English,English with Polish accent,Slavic English		en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544151.mp3	Ferguson described his most surprising interviews as Ted Williams and Steve Carlton.	14	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_35064116.mp3	Few authentic details of his life exist.	8	0	thirties	female	England English,southern english,sussex		en	
9bd9b12005a6fba60b9d912b57cdc8d7b2a1ba3bcbe490c868fe52f4dd5578aa69e28e5c42e3997525d8d89a2637dc6e49ff49dd8f4f2a661b4e4a9d71d25392	common_voice_en_2385.mp3	Few people realise the immensity of vacancy.	33	1					en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32914600.mp3	Filey is considered to be the probable location of the port settlement.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
6dedd7143adf3160c40c4ac467b231b24f307c9c8ca7c0415b5014d12618521de16f2b5e824568890b38e25ba78995a8cec70da6bcc0e81da3aab31dd0235fc4	common_voice_en_3694.mp3	Fill this place with a sandstorm so strong that it blots out the sun.	13	0					en	
070423ea7cd6a3e6189de94f021aff4d3af48c727c4b91aff0c28f25493ba48e26e70fad258e5743cd139eab0bcfd68ebc88aa5f9c40edee7579d0a8a473a0d9	common_voice_en_83419.mp3	Finally, a young woman approached who was not dressed in black.	9	0	twenties	female	Canadian English		en	
d874d5ba9ca8673d373a4a3129b702af0ffd90f5b9d530ef068905ab2139e87e929723714269c6b9e916b1b3a0a94e029e72ab9af48ef832ae493157005fd7f9	common_voice_en_13772.mp3	Finally, after hours of waiting, the guard bade the boy enter.	11	1	twenties	female	England English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32913980.mp3	Finch was educated in the Mississippi Conference Training School.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
1c364c1cff2207a00b41f0f70c6d871e1adf907815a839fb3eb286f956a8bb21f41154728f6dce6ac6c83bc3fd51f82f4cd3c2b04360ef5cc0a561ff1ba45d94	common_voice_en_31067106.mp3	Finding methods of transportation can become expensive and often discouraging for elders.	10	0	twenties	male	European,German,Foreign,Non-native		en	
1c364c1cff2207a00b41f0f70c6d871e1adf907815a839fb3eb286f956a8bb21f41154728f6dce6ac6c83bc3fd51f82f4cd3c2b04360ef5cc0a561ff1ba45d94	common_voice_en_31066798.mp3	Fire is often used to encourage the growth of young succulent grass shoots.	10	0	twenties	male	European,German,Foreign,Non-native		en	
da0ca530808f4960e2b729c74eaa594477a98ff0bffb7713a2afd440bd7e69b4f44b3b757a0ce22c2de17fc4f95a8f5823cbe1edba83f987dd56807bfdbabbde	common_voice_en_16765.mp3	First he had studied Esperanto, then the world's religions, and now it was alchemy.	7	0	seventies	male	Australian English		en	
b06ec2cd8db974047f3129095183ddf42506a20d4024bb6f8f07bba6cab66365cdf8a6607f05ec4aedb7d99c312f6c9633f43677b94a5f1175555b63b2bf71b1	common_voice_en_30.mp3	First, they tried to find him on their own.	324	13					en	
8308864c88b6df6ff45d803952f36b1c39b6835d7a71334405f1b340d2db9257edf52bd405807278f6dca161e01c79027982efeb44e62533a551c1b6f3ac8b25	common_voice_en_31966049.mp3	Fisher exhibited widely while based in Miami.	8	0	twenties	male	Mid-atlantic,England English,United States English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_33732488.mp3	Five teams joined the tournament.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531133.mp3	Fleischer fostered two street children from Mexico.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531453.mp3	Flint published analyses of the phonological and grammatical features of Aboriginal English.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32814461.mp3	Flora returned to Port Moresby with her son and daughter.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
1c364c1cff2207a00b41f0f70c6d871e1adf907815a839fb3eb286f956a8bb21f41154728f6dce6ac6c83bc3fd51f82f4cd3c2b04360ef5cc0a561ff1ba45d94	common_voice_en_31065838.mp3	Flowering mainly occurs from May to October.	10	0	twenties	male	European,German,Foreign,Non-native		en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544150.mp3	Flowering occurs from April to May.	14	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531777.mp3	Flowering occurs from July to November.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
47211d5409b381000ef0601709d50e97bc735ee90f260455f75c5bf487ab669e0e63cd40db73b0f0e352f6f32a2233a6210e2183ce3d1fadfaafc3bbedda9182	common_voice_en_30125810.mp3	Flowering occurs from September to January.	8	0	sixties	female	Midwestern States (Michigan),United States English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531867.mp3	Flowers may be seen from August to December.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32858345.mp3	Foerster’s work has been exhibited in museums and galleries internationally.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
771bb09f65a789b82c4f187fca85ba0bb0e63b727878deef5de3034f022847d1e64f8d6a7b081cb9c8b81876c889ec10a1c16e591bf316a8468e6026d582718b	common_voice_en_26690171.mp3	Following an overwhelmingly positive response, it was decided that they would continue to tour.	8	0			England English,southern english,sussex		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_36392620.mp3	Following her retirement, she has skated professionally in ice shows.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32825929.mp3	Following the independence two countries developed economic and cultural cooperation.	10	0			Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32359681.mp3	For Smeed.	10	0			United States English,Midwestern,Low,Demure		en	
5acd009877e9d7322c7ba12d4ca2fb839e8cd812f66e68ac419d84674b93a0a41044c1e704bdbed23a8a5c8ab7187fc024fd6e2ccd3e16f947314cc3a9ba6b26	common_voice_en_10471.mp3	For a moment, everything was dark and scary.	8	0					en	
a454e595a0123c1026e5e1daddf6c2551b4eaa5888a777e1de1b42e7ec5f4eb1e32868a5f1594479b84653491dc7c86c59c1d1afa2203e1f2190eda532a7ac4c	common_voice_en_219.mp3	For at that time, it had not occurred to him that it might be hollow.	120	4					en	
e3b2087085fa7478a2f0f9b5ff3a5ef31fea233a17c4ce0aa05a569d8875f621ebebf86620e53045f25e0dd5dc1f48be345182adcc2535b6f7767f54d3934c48	common_voice_en_37811187.mp3	For decades these were the major industries in the municipality.	8	0	fifties	male	United States English,Like a Kennedy ,Boston		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_35118544.mp3	For details on the court system, see Canadian court system.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
d874d5ba9ca8673d373a4a3129b702af0ffd90f5b9d530ef068905ab2139e87e929723714269c6b9e916b1b3a0a94e029e72ab9af48ef832ae493157005fd7f9	common_voice_en_13770.mp3	For every ten dead men among our enemies, you will receive a piece of gold.	10	0	twenties	female	England English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531430.mp3	For group play the teams were divided into the Steel and Maple groups.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32825930.mp3	For most of her career Ward Jouve lived and worked in England.	10	0			Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
73532cef33f34d1b6f64b013d2fa3c093a2828526a366a882eceb71fda4cb94d0e2a0ae029474df3ee98912615ce09892194e83cd22bc1445d9b3e77c5b08882	common_voice_en_30531403.mp3	For most of its route it runs parallel to the High Rhine river.	8	0	fourties	male	United States English,Midwestern,Minnesotan		en
c2d217da3438d22e725445c369baf2ac5d41454c9cc2afe3f5e4c5c4036c1fb1384058460c43242860e203086ef0128686ae8f0599a9afbeeead94d2a28a34d9	common_voice_en_188241.mp3	For neither do men live nor die in vain.	16	0					en	
ff96183ed9652849e89ecc63ab1f727340d15a67441c6c6f893903cfbf62d76ada9622b1c0cade574c5684e080f6d90973a196ceb1117a25c690d2d3b4d9ffd8	common_voice_en_32826328.mp3	For the next twenty years he oversaw instruction in the art of gunnery.	10	0			Mid-Atlantic United States English,Philadelphia, Pennsylvania, United States English,United States English,Philadelphia Style United States English		en	
23155b3c9b54685ab85e13f624e6e07bd88f4280ce08d3e2cac43dc044c9aa8ca68d9cf70689d485319e8d91a60b6d25089f57ffb8156d07bff67d67f1a0a8e9	common_voice_en_32260040.mp3	Forestry is the main economic activity in the sector.	8	0	twenties	female	United States English,southern United States,New Orleans dialect		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_32389308.mp3	Former New York Yankees star Whitey Ford was the first league commissioner.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
55ab02603c98973e49eff7adbd8a3cec9e0fcdae944edb3c13c193ffcfff3126bbb5dcb19bd905d327e4fdbee469094b8666edc4db3376034a568a004022c504	common_voice_en_32372085.mp3	Four bridges totally collapsed.	10	0	twenties	male	United States English,South Texas,Slightly effeminate,Conversational		en	
17f32f9f15bab6cf57af6fb7a5daf0747f6b79c0361fdcf880635e204dbccd77f2dbf651b3bbf5f75010c857a307bc6046fcc6f8db9ad449a91f5e2293d88aa5	common_voice_en_32756785.mp3	Four of her prints are in the collection of the National Gallery of Art.	8	0	twenties	male	Slavic,East European,polish		en	
e42db0647f2a100513ed6599635dd6a0535814d984fa1aad952482c2acce27ae159b5ff14fe1013275fa2d73d22b64cc21af5fd3d5fe833d038df34965adb24e	common_voice_en_32699416.mp3	Four operational areas of Central Coalfields are marked on the map.	8	0	fourties	female	Canadian English,United States English,England English		en	
96cb94ad96a3b8d4d852b32f4118b40176d4e61502ab770390457a23c83e55ac46f938d05428358dc317d5d53c2d0b2984ca058d4bbd284571e7d434acce1807	common_voice_en_32638779.mp3	Four volumes have been published in Japan.	8	0			Northern Irish,Norwegian,yorkshire		en	
ec78b8f7fac2af5496addc72d61193bedf226b6794af5a0af588b3ebc8f123872f52de932290a2f53fcab0336f7b4d2a25bdda031f364e2d0fa40799ce9e22fa	common_voice_en_32377101.mp3	Fox does not air network programming on weekdays.	10	0	fifties	male	United States English,plain,southern draw,west coast surfer dude		en	
e46aabd159b2478c1323927c27bec3a2c1874e063dfedd07e638f301af4b2163bb2edd1f2a93efb6604e1e96ddacac02f1d802a410ba1831ad740133791db962	common_voice_en_33932712.mp3	Fragile grassland ecosystems in Sichuan have suffered for decades.	8	0	twenties	male	Dutch,European,Adjustable		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_33078000.mp3	France went on to beat England to win the tournament.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
8dfa1272da00db0261010aed9d0d967f02c8881cf66756a4924873ae572513f1ea3c8cf4562bd4c2de7e8dabb79375f8a0942fb44cf29d4c342a0745dda5b458	common_voice_en_32544045.mp3	Francisco Santi is listed as the author of the emblem.	14	0			England English,New Zealand English,Welsh English,Australian English,United States English,Mixed-Accent English		en	
c1a71237085b022f2c0dea2bd668bfbc7e9ee74c8be807b622c2137450199300cb44839d0f54e5962ef3797bbd28b064852b9c2ebb75b23230f2009e3f7c2a71	common_voice_en_33077924.mp3	Frank Mansur donated the house to.	10	0	fourties	female	United States English,Midwestern,Low,Demure		en	
